P -200, 700, -230, 0, 0, 0, 3, Original_Map:_Goodurden_<RoI>
P -200, 900, 0, 0, 0, 0, 2, Revised_Map:_Brewall_Rainsinger_(Cazic-Thule)
P -200, 1100, 0, 0, 0, 0, 2, http://www.eqmaps.info
P -200, 1300, 0, 0, 0, 0, 2, Return_of_the_Exiled_(www.roteguild.org)
P -200, 1500, 0, 0, 0, 0, 2, Height_Filter:_40/40
L 242.4541, -1181.7919, -149.2374,  242.4527, -1184.4225, -149.2374,  0, 0, 0
L 242.4527, -1184.4225, -149.2374,  248.9199, -1184.4240, -149.2374,  0, 0, 0
L 248.9199, -1184.4240, -149.2374,  248.9549, -1179.0657, -149.2374,  0, 0, 0
L 248.9549, -1179.0657, -149.2374,  258.6298, -1179.0667, -149.2375,  0, 0, 0
L 258.6298, -1179.0667, -149.2375,  258.6292, -1176.9290, -149.2375,  0, 0, 0
L 258.6292, -1176.9290, -149.2375,  267.8507, -1176.8984, -149.2375,  0, 0, 0
L 267.8507, -1176.8984, -149.2375,  267.8524, -1163.3596, -149.2375,  0, 0, 0
L 267.8524, -1163.3596, -149.2375,  258.6293, -1163.3589, -149.2375,  0, 0, 0
L 258.6293, -1163.3589, -149.2375,  258.6289, -1160.3046, -149.2375,  0, 0, 0
L 258.6289, -1160.3046, -149.2375,  274.0493, -1160.3051, -149.2375,  0, 0, 0
L 274.0493, -1160.3051, -149.2374,  274.0464, -1153.0548, -149.2374,  0, 0, 0
L 274.0464, -1153.0548, -149.2374,  275.7196, -1153.0530, -149.2374,  0, 0, 0
L 275.7196, -1153.0530, -149.2374,  275.7237, -1146.5870, -149.2374,  0, 0, 0
L 275.7237, -1146.5870, -149.2374,  272.2058, -1146.5757, -149.2374,  0, 0, 0
L 272.2058, -1146.5757, -149.2374,  272.2062, -1132.6564, -149.2374,  0, 0, 0
L 272.2062, -1132.6564, -149.2374,  275.7191, -1132.6548, -149.2374,  0, 0, 0
L 275.7191, -1132.6548, -149.2374,  275.7230, -1126.1793, -149.2374,  0, 0, 0
L 275.7205, -1130.8258, -149.2374,  275.7206, -1127.2933, -149.2374,  0, 0, 0
L 275.7230, -1126.1793, -149.2374,  274.0469, -1126.1825, -149.2374,  0, 0, 0
L 274.0469, -1126.1825, -149.2374,  274.0483, -1118.9299, -149.2374,  0, 0, 0
L 274.0483, -1118.9299, -149.2374,  258.6292, -1118.9324, -149.2374,  0, 0, 0
L 258.6292, -1118.9324, -149.2374,  258.6290, -1114.3130, -149.2374,  0, 0, 0
L 258.6290, -1114.3130, -149.2374,  251.7110, -1114.3140, -149.2374,  0, 0, 0
L 251.7110, -1114.3140, -149.2374,  251.6981, -1095.4360, -149.2374,  0, 0, 0
L 251.6981, -1095.4360, -149.2374,  253.3734, -1095.4380, -149.2374,  0, 0, 0
L 253.3734, -1095.4380, -149.2374,  253.3746, -1088.9613, -149.2374,  0, 0, 0
L 253.3746, -1088.9613, -149.2374,  250.4548, -1088.9640, -149.2374,  0, 0, 0
L 250.4548, -1088.9640, -149.2374,  250.4538, -1075.0360, -149.2374,  0, 0, 0
L 250.4538, -1075.0360, -149.2374,  253.3713, -1075.0367, -149.2374,  0, 0, 0
L 253.3713, -1075.0367, -149.2374,  253.3734, -1068.5621, -149.2374,  0, 0, 0
L 253.3734, -1068.5621, -149.2374,  251.6984, -1068.5637, -149.2374,  0, 0, 0
L 251.6984, -1068.5637, -149.2374,  251.6875, -1049.6859, -149.2374,  0, 0, 0
L 251.6875, -1049.6859, -149.2374,  258.6209, -1049.6864, -149.2374,  0, 0, 0
L 258.6209, -1049.6864, -149.2375,  258.6886, -1034.6853, -149.2375,  0, 0, 0
L 258.6886, -1034.6853, -149.2375,  274.7315, -1034.7109, -149.2374,  0, 0, 0
L 274.7315, -1034.7109, -149.2374,  274.7293, -1040.8190, -149.2374,  0, 0, 0
L 274.7293, -1040.8190, -149.2374,  281.9815, -1040.8180, -149.2374,  0, 0, 0
L 281.9815, -1040.8180, -149.2374,  281.9810, -1042.4922, -149.2374,  0, 0, 0
L 281.9810, -1042.4922, -149.2374,  288.4541, -1042.4917, -149.2374,  0, 0, 0
L 288.4541, -1042.4917, -149.2374,  288.4536, -1039.8611, -149.2374,  0, 0, 0
L 288.4536, -1039.8611, -149.2374,  302.3814, -1039.8608, -149.2374,  0, 0, 0
L 302.3814, -1039.8608, -149.2374,  302.3810, -1042.4911, -149.2374,  0, 0, 0
L 302.3810, -1042.4911, -149.2374,  308.8540, -1042.4934, -149.2374,  0, 0, 0
L 308.8540, -1042.4934, -149.2374,  308.8537, -1040.8176, -149.2374,  0, 0, 0
L 308.8537, -1040.8176, -149.2374,  313.0421, -1040.8179, -149.2374,  0, 0, 0
L 313.0421, -1040.8179, -149.2374,  313.0396, -1050.1035, -149.2374,  0, 0, 0
L 313.0396, -1050.1035, -149.2374,  320.2920, -1050.1030, -149.2374,  0, 0, 0
L 320.2920, -1050.1030, -149.2374,  320.2917, -1051.7764, -149.2374,  0, 0, 0
L 320.2917, -1051.7764, -149.2374,  326.7637, -1051.7791, -149.2374,  0, 0, 0
L 326.7637, -1051.7791, -149.2374,  326.7637, -1048.2627, -149.2374,  0, 0, 0
L 326.7638, -1048.2628, -149.2374,  340.6922, -1048.2627, -149.2374,  0, 0, 0
L 340.6922, -1048.2627, -149.2374,  340.6915, -1051.7753, -149.2374,  0, 0, 0
L 340.6915, -1051.7753, -149.2374,  347.1648, -1051.7777, -149.2374,  0, 0, 0
L 347.1648, -1051.7777, -149.2374,  347.1641, -1050.1028, -149.2374,  0, 0, 0
L 347.1641, -1050.1028, -149.2374,  354.4144, -1050.1049, -149.2374,  0, 0, 0
L 354.4144, -1050.1049, -149.2374,  354.4142, -1034.6857, -149.2375,  0, 0, 0
L 354.4142, -1034.6857, -149.2375,  359.9345, -1034.6859, -149.2375,  0, 0, 0
L 359.9344, -1034.6858, -149.2375,  359.9339, -1040.7711, -149.2375,  0, 0, 0
L 359.9339, -1040.7711, -149.2375,  373.4786, -1040.7719, -149.2375,  0, 0, 0
L 373.4786, -1040.7719, -149.2375,  373.4786, -1034.6860, -149.2375,  0, 0, 0
L 373.4786, -1034.6860, -149.2375,  386.2419, -1034.6858, -149.2375,  0, 0, 0
L 386.2419, -1034.6858, -149.2375,  386.2412, -1040.7723, -149.2375,  0, 0, 0
L 386.2412, -1040.7723, -149.2375,  399.7861, -1040.7720, -149.2375,  0, 0, 0
L 399.7861, -1040.7720, -149.2375,  399.7861, -1034.6859, -149.2375,  0, 0, 0
L 399.7861, -1034.6859, -149.2375,  408.7594, -1034.6858, -149.2375,  0, 0, 0
L 408.7594, -1034.6858, -149.2375,  408.7586, -1040.7725, -149.2375,  0, 0, 0
L 408.7586, -1040.7725, -149.2375,  422.3033, -1040.7720, -149.2375,  0, 0, 0
L 422.3033, -1040.7720, -149.2374,  422.3033, -1034.6858, -149.2374,  0, 0, 0
L 422.3033, -1034.6858, -149.2374,  424.6861, -1034.6864, -149.2374,  0, 0, 0
L 424.6861, -1034.6864, -149.2374,  424.6859, -1030.2911, -149.2374,  0, 0, 0
L 431.5918, -1030.2906, -149.2374,  424.6860, -1030.2913, -149.2374,  0, 0, 0
L 431.5918, -1030.2906, -149.2374,  431.5930, -1016.7516, -149.2374,  0, 0, 0
L 431.5930, -1016.7516, -149.2374,  424.6862, -1016.7203, -149.2374,  0, 0, 0
L 424.6862, -1016.7203, -149.2374,  424.6880, -992.3133, -149.2374,  0, 0, 0
L 424.6880, -992.3133, -149.2374,  415.6652, -992.3140, -149.2374,  0, 0, 0
L 415.6652, -992.3140, -149.2374,  415.6654, -986.5378, -149.2374,  0, 0, 0
L 415.6654, -986.5378, -149.2374,  417.3394, -986.5387, -149.2374,  0, 0, 0
L 417.3394, -986.5387, -149.2374,  417.3404, -980.0646, -149.2374,  0, 0, 0
L 417.3404, -980.0646, -149.2374,  414.4213, -980.0662, -149.2374,  0, 0, 0
L 414.4213, -980.0662, -149.2374,  414.4210, -966.1379, -149.2374,  0, 0, 0
L 414.4210, -966.1379, -149.2374,  417.3390, -966.1389, -149.2374,  0, 0, 0
L 417.3390, -966.1389, -149.2374,  417.3393, -959.8005, -149.2374,  0, 0, 0
L 417.3393, -959.8005, -149.2374,  415.6654, -959.6663, -149.2374,  0, 0, 0
L 415.6654, -959.6663, -149.2374,  415.6646, -952.3900, -149.2374,  0, 0, 0
L 415.6646, -952.3900, -149.2374,  424.6866, -952.3918, -149.2374,  0, 0, 0
L 424.6866, -952.3918, -149.2374,  424.6857, -937.0316, -149.2374,  0, 0, 0
L 424.6857, -937.0316, -149.2374,  433.9354, -937.0335, -149.2374,  0, 0, 0
L 433.9354, -937.0335, -149.2374,  433.9328, -930.9578, -149.2374,  0, 0, 0
L 433.9328, -930.9578, -149.2374,  449.2893, -930.9579, -149.2374,  0, 0, 0
L 449.2893, -930.9579, -149.2374,  449.2883, -937.0338, -149.2374,  0, 0, 0
L 449.2883, -937.0338, -149.2374,  462.8336, -937.0344, -149.2374,  0, 0, 0
L 462.8336, -937.0344, -149.2374,  462.8354, -923.4937, -149.2374,  0, 0, 0
L 462.8354, -923.4937, -149.2374,  456.6859, -923.4875, -149.2374,  0, 0, 0
L 456.6859, -923.4875, -149.2374,  456.6859, -909.7424, -149.2374,  0, 0, 0
L 447.5904, -909.7401, -149.2374,  461.2435, -909.7435, -149.2374,  64, 64, 64
L 477.5840, -909.7420, -149.2374,  491.1870, -909.7440, -149.2374,  64, 64, 64
L 491.1870, -909.7440, -149.2374,  491.1843, -896.1489, -149.2374,  64, 64, 64
L 491.1858, -903.6412, -149.2374,  501.4580, -903.6412, -149.2374,  0, 0, 0
L 501.4580, -903.6412, -149.2374,  501.4554, -909.7734, -149.2374,  0, 0, 0
L 501.4554, -909.7734, -149.2374,  508.7082, -909.7730, -149.2374,  0, 0, 0
L 508.7082, -909.7730, -149.2374,  508.7065, -911.4461, -149.2374,  0, 0, 0
L 508.7065, -911.4461, -149.2374,  515.1801, -911.4482, -149.2374,  0, 0, 0
L 515.1801, -911.4482, -149.2374,  515.1799, -908.8159, -149.2374,  0, 0, 0
L 515.1799, -908.8159, -149.2374,  529.1077, -908.8160, -149.2374,  0, 0, 0
L 529.1077, -908.8160, -149.2374,  529.1061, -911.4474, -149.2374,  0, 0, 0
L 529.1061, -911.4474, -149.2374,  535.5797, -911.4476, -149.2374,  0, 0, 0
L 535.5797, -911.4476, -149.2374,  535.5798, -909.7731, -149.2374,  0, 0, 0
L 535.5798, -909.7731, -149.2374,  542.8304, -909.7734, -149.2374,  0, 0, 0
L 542.8304, -909.7734, -149.2374,  542.8298, -903.6411, -149.2374,  0, 0, 0
L 542.8298, -903.6411, -149.2374,  547.7270, -903.6409, -149.2374,  0, 0, 0
L 547.7274, -896.5840, -149.2374,  547.7266, -910.1278, -149.2374,  64, 64, 64
L 547.7266, -910.1278, -149.2374,  561.2709, -910.1300, -149.2375,  64, 64, 64
L 561.2709, -910.1300, -149.2375,  561.2733, -896.5830, -149.2375,  64, 64, 64
L 561.2733, -896.5830, -149.2375,  547.7274, -896.5840, -149.2375,  64, 64, 64
L 555.1846, -896.5835, -149.2375,  555.1847, -876.6859, -149.2375,  0, 0, 0
L 555.1847, -876.6859, -149.2375,  599.3116, -876.6857, -149.2374,  0, 0, 0
L 599.3116, -876.6857, -149.2374,  599.3116, -882.2692, -149.2374,  0, 0, 0
L 599.3116, -882.2692, -149.2374,  590.8318, -882.2672, -149.2374,  0, 0, 0
L 590.8318, -882.2672, -149.2374,  590.8137, -889.5192, -149.2374,  0, 0, 0
L 589.1381, -889.4615, -149.2374,  589.1392, -895.9941, -149.2374,  0, 0, 0
L 589.1392, -895.9941, -149.2374,  597.4883, -895.9902, -149.2374,  0, 0, 0
L 597.4883, -895.9902, -149.2374,  597.4857, -889.4590, -149.2374,  0, 0, 0
L 597.4874, -893.6409, -149.2374,  605.1400, -893.6409, -149.2374,  0, 0, 0
L 605.1429, -889.5238, -149.2374,  605.1384, -895.9944, -149.2374,  0, 0, 0
L 613.4891, -895.9931, -149.2374,  613.4890, -889.5202, -149.2374,  0, 0, 0
L 613.4891, -895.9931, -149.2374,  605.1384, -895.9944, -149.2374,  0, 0, 0
L 613.4890, -889.5202, -149.2374,  605.1429, -889.5238, -149.2374,  0, 0, 0
L 609.9996, -889.5217, -149.2374,  609.9995, -867.5667, -149.2374,  0, 0, 0
L 609.9995, -867.5667, -149.2374,  717.6277, -867.5631, -149.2364,  0, 0, 0
L 625.0460, -867.5662, -149.2364,  625.0457, -877.4410, -149.2374,  64, 64, 64
L 625.0457, -877.4410, -149.2374,  638.5756, -877.4424, -149.2374,  64, 64, 64
L 638.5756, -877.4424, -149.2374,  638.5690, -867.5669, -149.2364,  64, 64, 64
L 654.5141, -873.2531, -149.2374,  654.5747, -867.5676, -149.2374,  64, 64, 64
L 685.0458, -867.5670, -149.2364,  685.0450, -877.4521, -149.2374,  64, 64, 64
L 685.0450, -877.4521, -149.2374,  698.5911, -877.4404, -149.2374,  64, 64, 64
L 698.5911, -877.4404, -149.2374,  698.5744, -867.5661, -149.2374,  64, 64, 64
L 717.6277, -867.5631, -149.2374,  717.6282, -938.3436, -149.2374,  0, 0, 0
L 717.6279, -890.4792, -149.2374,  714.2687, -890.4779, -149.2374,  64, 64, 64
L 717.6282, -938.3436, -149.2374,  609.9995, -938.3301, -149.2374,  0, 0, 0
L 698.5828, -938.3412, -149.2374,  698.5611, -928.5938, -149.2374,  64, 64, 64
L 698.5611, -928.5938, -149.2374,  685.0076, -928.5944, -149.2374,  64, 64, 64
L 685.0076, -928.5944, -149.2374,  685.0461, -938.3433, -149.2355,  64, 64, 64
L 638.5781, -938.3430, -149.2374,  638.5651, -928.5688, -149.2249,  64, 64, 64
L 638.5651, -928.5688, -149.2374,  625.0474, -928.6019, -149.2374,  64, 64, 64
L 625.0474, -928.6019, -149.2365,  625.0476, -938.3432, -149.2359,  64, 64, 64
L 609.9995, -938.3301, -149.2374,  609.9999, -916.3936, -149.2374,  0, 0, 0
L 605.1442, -916.3926, -149.2374,  613.4873, -916.3943, -149.2374,  0, 0, 0
L 613.4873, -916.3943, -149.2374,  613.4883, -909.9223, -149.2374,  0, 0, 0
L 613.4883, -909.9223, -149.2374,  605.1377, -909.9023, -149.2374,  0, 0, 0
L 605.1377, -909.9023, -149.2374,  605.1442, -916.3926, -149.2374,  0, 0, 0
L 605.1401, -912.2692, -149.2374,  597.4874, -912.2688, -149.2374,  0, 0, 0
L 597.4880, -916.3886, -149.2374,  597.4871, -909.9284, -149.2374,  0, 0, 0
L 597.4871, -909.9284, -149.2374,  589.1396, -909.9142, -149.2374,  0, 0, 0
L 589.1396, -909.9142, -149.2374,  589.1380, -916.3913, -149.2374,  0, 0, 0
L 589.1380, -916.3913, -149.2374,  597.4880, -916.3886, -149.2374,  0, 0, 0
L 590.8137, -916.3908, -149.2374,  590.8116, -923.6422, -149.2374,  0, 0, 0
L 590.8116, -923.6422, -149.2374,  599.3116, -923.6408, -149.2374,  0, 0, 0
L 599.3116, -923.6408, -149.2374,  599.3117, -938.2676, -149.2374,  0, 0, 0
L 599.3117, -938.2676, -149.2374,  593.9572, -938.2672, -149.2374,  0, 0, 0
L 593.9572, -938.2672, -149.2374,  593.9553, -944.7407, -149.2375,  0, 0, 0
L 593.9553, -944.7407, -149.2375,  596.5880, -944.7397, -149.2375,  0, 0, 0
L 596.5880, -944.7397, -149.2375,  596.5879, -958.6677, -149.2375,  0, 0, 0
L 596.5879, -958.6677, -149.2375,  593.9598, -958.6668, -149.2375,  0, 0, 0
L 593.9539, -965.1389, -149.2374,  599.3102, -965.1400, -149.2374,  0, 0, 0
L 599.3102, -965.1400, -149.2374,  599.3117, -979.7374, -149.2374,  0, 0, 0
L 599.3117, -979.7374, -149.2374,  593.9589, -979.7374, -149.2374,  0, 0, 0
L 593.9598, -958.6668, -149.2374,  593.9539, -965.1389, -149.2374,  0, 0, 0
L 593.9589, -979.7374, -149.2374,  593.9542, -986.2097, -149.2374,  0, 0, 0
L 593.9542, -986.2097, -149.2374,  596.5878, -986.2108, -149.2373,  0, 0, 0
L 596.5878, -986.2108, -149.2373,  596.5877, -1000.1382, -149.2367,  0, 0, 0
L 596.5877, -1000.1382, -149.2367,  593.9574, -1000.1365, -149.2374,  0, 0, 0
L 593.9574, -1000.1365, -149.2374,  593.9549, -1006.6116, -149.2374,  0, 0, 0
L 593.9549, -1006.6116, -149.2374,  599.3121, -1006.6112, -149.2373,  0, 0, 0
L 599.3121, -1006.6112, -149.2373,  599.2846, -1016.5189, -149.2364,  0, 0, 0
L 597.5976, -1016.6849, -149.2364,  579.7580, -1018.4401, -149.2375,  0, 0, 240
L 579.7580, -1018.4401, -149.2375,  559.6877, -1016.4377, -149.2365,  0, 0, 240
L 559.6877, -1016.4377, -149.2365,  554.4827, -1017.3099, -149.2374,  0, 0, 240
L 554.4827, -1017.3099, -149.2374,  537.1344, -1015.2950, -149.2374,  0, 0, 240
L 515.6741, -1033.6813, -149.2374,  515.6729, -1043.3140, -149.2374,  0, 0, 0
L 509.6867, -1043.3145, -149.2374,  536.7209, -1043.3120, -149.2374,  0, 0, 0
L 536.7209, -1043.3120, -149.2374,  624.7960, -1043.3137, -96.5280,  0, 0, 240
L 624.7960, -1043.3137, -96.5280,  649.0978, -1043.3137, -96.4307,  0, 0, 240
L 649.0978, -1043.3137, -96.4307,  649.1329, -1003.8030, -96.4307,  0, 0, 240
L 619.7183, -1016.6863, -99.5716,  597.5976, -1016.6849, -110.2315,  0, 0, 240
L 515.6741, -1033.6813, -149.2374,  509.6864, -1033.6815, -149.2374,  0, 0, 0
L 509.6867, -1043.3145, -149.2374,  509.6860, -1022.7719, -149.2374,  0, 0, 0
L 509.6860, -1022.7719, -149.2374,  515.6739, -1022.7723, -149.2374,  0, 0, 0
L 515.6739, -1022.7723, -149.2374,  515.6757, -1009.2275, -149.2374,  0, 0, 0
L 515.6757, -1009.2275, -149.2374,  502.1465, -1009.2235, -149.2374,  0, 0, 0
L 502.1465, -1009.2235, -149.2374,  502.0911, -1015.3132, -149.2374,  0, 0, 0
L 502.0911, -1015.3132, -149.2374,  482.6217, -1015.3134, -149.2374,  0, 0, 0
L 482.6217, -1015.3134, -149.2374,  482.6213, -1009.2265, -149.2374,  0, 0, 0
L 482.6213, -1009.2265, -149.2374,  469.0766, -1009.2249, -149.2374,  0, 0, 0
L 469.0766, -1009.2249, -149.2374,  469.0772, -1015.3137, -149.2374,  0, 0, 0
L 469.0772, -1015.3137, -149.2374,  455.3133, -1015.3117, -149.2374,  0, 0, 0
L 455.3133, -1015.3117, -149.2374,  455.3125, -1016.7473, -149.2374,  0, 0, 0
L 455.3125, -1016.7473, -149.2374,  448.0503, -1016.7438, -149.2374,  0, 0, 0
L 448.0503, -1016.7438, -149.2374,  448.0419, -1030.2905, -149.2374,  0, 0, 0
L 448.0419, -1030.2905, -149.2374,  455.3140, -1030.2917, -149.2374,  0, 0, 0
L 455.3140, -1030.2917, -149.2374,  455.2885, -1055.7567, -149.2374,  0, 0, 0
L 455.2885, -1055.7567, -149.2374,  447.8424, -1055.7544, -149.2374,  0, 0, 0
L 447.8424, -1055.7544, -149.2374,  447.8427, -1063.3132, -149.2374,  0, 0, 0
L 447.8427, -1063.3132, -149.2374,  422.3046, -1063.3137, -149.2374,  0, 0, 0
L 422.3046, -1063.3137, -149.2374,  422.3043, -1057.2268, -149.2374,  0, 0, 0
L 422.3043, -1057.2268, -149.2374,  408.7566, -1057.2206, -149.2374,  0, 0, 0
L 408.7566, -1057.2206, -149.2374,  408.7586, -1063.3141, -149.2374,  0, 0, 0
L 407.3112, -1066.8689, -149.2374,  407.3139, -1094.3109, -149.2374,  0, 0, 0
L 407.3139, -1094.3109, -149.2374,  398.8147, -1094.3077, -149.2374,  0, 0, 0
L 398.8147, -1094.3077, -149.2374,  398.8159, -1101.5613, -149.2374,  0, 0, 0
L 405.4908, -1101.5646, -149.2374,  397.1424, -1101.5604, -149.2374,  64, 64, 64
L 397.1424, -1101.5604, -149.2374,  397.1397, -1108.0316, -149.2374,  64, 64, 64
L 397.1397, -1108.0316, -149.2374,  405.4903, -1108.0378, -149.2374,  64, 64, 64
L 405.4903, -1108.0378, -149.2374,  405.4908, -1101.5646, -149.2374,  64, 64, 64
L 405.4905, -1105.6832, -149.2374,  413.1418, -1105.6835, -149.2374,  0, 0, 0
L 413.1402, -1101.5674, -149.2374,  413.1428, -1108.0514, -149.2374,  64, 64, 64
L 413.1428, -1108.0514, -149.2374,  421.4895, -1108.0353, -149.2374,  64, 64, 64
L 421.4895, -1108.0353, -149.2374,  421.4943, -1101.5613, -149.2374,  64, 64, 64
L 421.4943, -1101.5613, -149.2374,  413.1402, -1101.5674, -149.2374,  64, 64, 64
L 418.0017, -1101.5638, -149.2374,  418.0016, -1079.6080, -149.2374,  0, 0, 0
L 433.1430, -1079.6084, -149.2364,  433.1439, -1089.3562, -149.2373,  64, 64, 64
L 433.1439, -1089.3562, -149.2374,  446.6648, -1089.3740, -149.2374,  64, 64, 64
L 446.6648, -1089.3740, -149.2365,  446.6668, -1079.6084, -149.2365,  64, 64, 64
L 418.0016, -1079.6080, -149.2374,  525.6300, -1079.6090, -149.2374,  0, 0, 0
L 525.6300, -1079.6090, -149.2374,  525.6293, -1150.3860, -149.2373,  0, 0, 0
L 525.6293, -1150.3860, -149.2373,  418.0361, -1150.3848, -149.2374,  0, 0, 0
L 418.0361, -1150.3848, -149.2374,  418.0172, -1128.4355, -149.2374,  0, 0, 0
L 413.1481, -1128.4323, -149.2374,  421.4903, -1128.4379, -149.2374,  64, 64, 64
L 421.4903, -1128.4379, -149.2374,  421.4911, -1121.9633, -149.2374,  64, 64, 64
L 421.4911, -1121.9633, -149.2373,  413.1391, -1121.9623, -149.2366,  64, 64, 64
L 413.1391, -1121.9623, -149.2374,  413.1481, -1128.4323, -149.2373,  64, 64, 64
L 413.1424, -1124.3113, -149.2373,  405.4908, -1124.3110, -149.2373,  64, 64, 64
L 405.4903, -1128.4218, -149.2373,  405.4911, -1121.9609, -149.2374,  64, 64, 64
L 405.4911, -1121.9609, -149.2374,  397.1388, -1121.9556, -149.2374,  64, 64, 64
L 397.1388, -1121.9556, -149.2374,  397.1419, -1128.4362, -149.2374,  64, 64, 64
L 397.1419, -1128.4362, -149.2374,  405.4903, -1128.4218, -149.2373,  64, 64, 64
L 398.8161, -1128.4333, -149.2373,  398.8134, -1135.6857, -149.2374,  0, 0, 0
L 398.8134, -1135.6857, -149.2374,  400.2690, -1135.6836, -149.2373,  0, 0, 0
L 400.2690, -1135.6836, -149.2373,  400.2583, -1140.8807, -149.2374,  0, 0, 0
L 400.2583, -1140.8807, -149.2374,  398.5947, -1140.8771, -149.2374,  0, 0, 0
L 398.5947, -1140.8771, -149.2374,  398.5934, -1147.3527, -149.2374,  0, 0, 0
L 398.5934, -1147.3527, -149.2374,  401.2258, -1147.3528, -149.2373,  0, 0, 0
L 401.2258, -1147.3528, -149.2373,  401.2020, -1161.2800, -149.2374,  0, 0, 0
L 401.2020, -1161.2800, -149.2374,  398.5952, -1161.2792, -149.2374,  0, 0, 0
L 398.5938, -1163.4275, -149.2374,  398.5938, -1163.4275, -149.2374,  0, 0, 0
L 398.5952, -1161.2792, -149.2374,  398.5931, -1167.7550, -149.2374,  0, 0, 0
L 398.5931, -1167.7550, -149.2374,  400.2688, -1167.7532, -149.2373,  0, 0, 0
L 400.2688, -1167.7532, -149.2373,  400.2666, -1175.0045, -149.2374,  0, 0, 0
L 400.2666, -1175.0045, -149.2374,  407.3138, -1175.0038, -149.2373,  0, 0, 0
L 407.3138, -1175.0038, -149.2373,  407.3122, -1177.9709, -149.2374,  0, 0, 0
L 407.3122, -1177.9709, -149.2374,  407.3120, -1200.6862, -135.3760,  0, 0, 240
L 407.3120, -1200.6862, -133.9622,  432.0283, -1200.6874, -113.7243,  0, 0, 240
L 432.0283, -1200.6871, -113.2452,  444.6861, -1200.6874, -113.1630,  0, 0, 240
L 444.6861, -1200.6874, -111.9462,  444.6902, -1182.4565, -99.5503,  0, 0, 240
L 380.6859, -1177.6927, -148.6587,  380.6883, -1200.1735, -134.8014,  0, 0, 240
L 380.6883, -1200.1735, -134.8014,  380.6861, -1223.3140, -134.8013,  0, 0, 240
L 380.6861, -1223.3140, -134.8013,  407.9908, -1223.3127, -134.7588,  0, 0, 240
L 407.9908, -1223.3127, -134.7588,  431.5626, -1223.3097, -113.5083,  0, 0, 240
L 431.5626, -1223.3097, -113.5083,  470.3136, -1223.3137, -113.1630,  0, 0, 240
L 470.3136, -1223.3137, -113.1630,  470.3095, -1200.4502, -113.1630,  0, 0, 240
L 470.3095, -1200.4502, -113.1630,  470.3108, -1178.0385, -96.4306,  0, 0, 240
L 470.3108, -1178.0385, -96.4306,  470.3140, -1160.6863, -96.4306,  0, 0, 240
L 470.3140, -1160.6863, -96.4306,  461.7589, -1160.6875, -96.4307,  0, 0, 240
L 380.6859, -1177.6927, -149.2374,  369.7691, -1177.6941, -149.2373,  0, 0, 0
L 369.7662, -1185.2222, -149.2373,  369.7714, -1171.6764, -149.2374,  64, 64, 64
L 369.7714, -1171.6764, -149.2374,  356.2230, -1171.6727, -149.2374,  64, 64, 64
L 356.2230, -1171.6727, -149.2374,  356.2229, -1185.2196, -149.2374,  64, 64, 64
L 356.2229, -1185.2196, -149.2374,  369.7662, -1185.2222, -149.2373,  64, 64, 64
L 361.3139, -1185.2206, -149.2373,  361.3138, -1205.2139, -149.2374,  0, 0, 0
L 361.3138, -1205.2139, -149.2374,  356.2261, -1205.2299, -149.2374,  0, 0, 0
L 356.2261, -1205.2299, -149.2374,  356.2242, -1218.7733, -149.2374,  0, 0, 0
L 356.2242, -1218.7733, -149.2374,  361.3139, -1218.7719, -149.2373,  0, 0, 0
L 361.3139, -1218.7719, -149.2373,  361.2864, -1244.2299, -149.2374,  0, 0, 0
L 369.7748, -1244.2317, -149.2374,  356.2306, -1244.2288, -149.2374,  64, 64, 64
L 356.2306, -1244.2288, -149.2374,  356.2312, -1257.7736, -149.2374,  64, 64, 64
L 356.2312, -1257.7736, -149.2374,  369.7775, -1257.7798, -149.2374,  64, 64, 64
L 369.7775, -1257.7798, -149.2374,  369.7748, -1244.2317, -149.2373,  64, 64, 64
L 401.2330, -1248.6857, -149.2374,  401.2315, -1251.6676, -149.2374,  64, 64, 64
L 401.2315, -1251.6676, -149.2374,  414.7774, -1251.6682, -149.2374,  64, 64, 64
L 414.7774, -1251.6682, -149.2374,  414.7769, -1248.6858, -149.2374,  64, 64, 64
L 446.2279, -1248.6855, -149.2374,  446.2269, -1251.6686, -149.2374,  64, 64, 64
L 446.2269, -1251.6686, -149.2374,  459.7729, -1251.6705, -149.2374,  64, 64, 64
L 459.7729, -1251.6705, -149.2374,  459.7717, -1248.6858, -149.2374,  64, 64, 64
L 369.7757, -1248.6869, -149.2374,  479.3135, -1248.6855, -149.2374,  0, 0, 0
L 473.3139, -1248.6857, -149.2374,  473.3127, -1254.6848, -149.2374,  64, 64, 64
L 473.3127, -1254.6848, -149.2375,  479.3125, -1254.6874, -149.2376,  64, 64, 64
L 479.3130, -1277.2318, -149.2375,  476.3564, -1277.2310, -149.2375,  64, 64, 64
L 476.3564, -1277.2310, -149.2375,  476.3554, -1290.7760, -149.2375,  64, 64, 64
L 476.3554, -1290.7760, -149.2375,  479.3132, -1290.7754, -149.2375,  64, 64, 64
L 479.3142, -1325.2345, -149.2374,  476.3563, -1325.2332, -149.2374,  64, 64, 64
L 476.3563, -1325.2332, -149.2374,  476.3558, -1338.7786, -149.2374,  64, 64, 64
L 476.3558, -1338.7786, -149.2374,  479.3141, -1338.7781, -149.2374,  64, 64, 64
